Name,Description,Deadline,Application_url,Eligibility
Polk Foundation Grants,"Mission

The Polk Foundation's mission is to support high-quality programs that provide people who have intellectual and developmental disabilities with opportunities and choices to grow and function at their full potential as independently as possible.

Overview

In 1951, Patricia Hillman Miller (1923-1968), the youngest daughter of John Hartwell Hillman, Jr., was stricken with polio. She recovered but was confined to a wheelchair for the remainder of her life. This experience only strengthened her keen interest in assisting people with disabilities.

In 1957, Patricia created a foundation to provide support for the Polk School in Venango County - hence the foundation's name. Polk School (now Polk State Center) was a state-owned and operated facility for children with disabilities. At that time, it was the only available option for families in the region, and it had a long waiting list. After several years of effort, in 1961 Patricia was instrumental in the successful opening of the Allegheny Valley School for Exceptional Children - a new school dedicated to serving children with disabilities in southwestern Pennsylvania. Initially, the Polk Foundation's primary mission was to support the Allegheny Valley School. This close relationship has continued to the present, although the Polk Foundation now supports a broader set of organizations serving individuals with intellectual disabilities.

Guiding Principles

Every person with a disability deserves to live in dignity and to have maximum opportunity to grow, achieve, and succeed. Honoring Patricia Hillman Miller's commitment to this principle, the Foundation will continue to focus primarily on improving the quality of life for people with intellectual and developmental disabilities.",,https://hillmanfamilyfoundations.org/grants/apply/,0
Nina Baldwin Fisher Foundation Grants,"Funding Priorities

The Foundation's grant programs primarily focus on projects within the following areas:

* Environment / Conservation
* Health / Medicine
* Human / Social Services

Eligibility Requirements

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* The geographic focus of the Foundation's grantmaking program is Pittsburgh, Pennsylvania.
* The Board reserves the right to approve grants in other locations at its discretion.
* While the Foundation entertains requests from a wide variety of organizations, most grants are initiated at the direction of the program staff and Board of Trustees of the Foundation.

What We Fund

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* Organizations and government entities that are federally tax-exempt for other reasons can also apply for funding.
* Requests must align with the funding interests and geographic focus of particular Hillman foundations (which can be explored in depth using the search tool and individual foundation webpages).
* Although we entertain requests from a wide variety of organizations, the majority of grants are initiated at the direction of the staff and trustees of the foundations.

What We Don't Fund

The Foundations do not encourage requests for:

* Support for conferences or trainings
* Endowment contributions
* Debt reduction
* Organizations based outside the United States
* Support for organizations that are not a 501(c)(3) or government agency, and therefore require a fiscal sponsorship, unless the sponsorship is a temporary situation and/or the sponsorship arrangement meets rigorous criteria for oversight and support
* Support for individuals
* Event sponsorships",,http://hillmanfamilyfoundations.org/foundations/nina-baldwin-fisher-foundation/,0
Summer Lea Hillman Foundation Grants,"Funding Priorities

The Foundation's grant programs primarily focus on projects within the following areas:

* Cultural Advancement/Arts
* Education
 * Human / Social Services

Eligibility Requirements

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* The geographic focus of the Foundation's grantmaking program is Portland, Oregon, and the surrounding area
* The Board reserves the right to approve grants in other locations at its discretion.
* While the Foundation entertains requests from a wide variety of organizations, most grants are initiated at the direction of the program staff and Board of Trustees of the Foundation.

What We Fund

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* Organizations and government entities that are federally tax-exempt for other reasons can also apply for funding.
* Requests must align with the funding interests and geographic focus of particular Hillman foundations (which can be explored in depth using the search tool and individual foundation webpages).
* Although we entertain requests from a wide variety of organizations, the majority of grants are initiated at the direction of the staff and trustees of the foundations.

What We Don't Fund

The Foundations do not encourage requests for:

* Support for conferences or trainings
* Endowment contributions
* Debt reduction
* Organizations based outside the United States
* Support for organizations that are not a 501(c)(3) or government agency, and therefore require a fiscal sponsorship, unless the sponsorship is a temporary situation and/or the sponsorship arrangement meets rigorous criteria for oversight and support
* Support for individuals
* Event sponsorships",,https://hillmanfamilyfoundations.org/grants/apply/,0
Juliet Lea Hillman Simonds Foundation Grants,"Funding Priorities

The Foundation's grant programs primarily focus on projects within the following areas:

* Cultural Advancement/Arts
* Education

Eligibility Requirements

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* The geographic focus of the Foundation's grantmaking program is Pittsburgh, Pennsylvania, and New York City.
* The Board reserves the right to approve grants in other locations at its discretion.
* While the Foundation entertains requests from a wide variety of organizations, most grants are initiated at the direction of the program staff and Board of Trustees of the Foundation.

What We Fund

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* Organizations and government entities that are federally tax-exempt for other reasons can also apply for funding.
* Requests must align with the funding interests and geographic focus of particular Hillman foundations (which can be explored in depth using the search tool and individual foundation webpages).
* Although we entertain requests from a wide variety of organizations, the majority of grants are initiated at the direction of the staff and trustees of the foundations.

What We Don't Fund

The Foundations do not encourage requests for:

* Support for conferences or trainings
* Endowment contributions
* Debt reduction
* Organizations based outside the United States
* Support for organizations that are not a 501(c)(3) or government agency, and therefore require a fiscal sponsorship, unless the sponsorship is a temporary situation and/or the sponsorship arrangement meets rigorous criteria for oversight and support
* Support for individuals
* Event sponsorships",,https://hillmanfamilyfoundations.org/grants/apply/,0
The Gladys Krieble Delmas Foundation - Humanities Program,"The Foundation intends to further the humanities along a broad front, supporting projects which address the concerns of the historical studia humanitatis: a humanistic education rooted in the great traditions of the past; the formation of human beings according to cultural, moral, and aesthetic ideals derived from that past; and the ongoing debate over how these ideals may best be conceived and realized.

Programs in the following areas are eligible: history; archaeology; literature; languages, both classical and modern; philosophy; ethics; comparative religion; the history, criticism, and theory of the arts; and those aspects of the social sciences which share the content and methods of humanistic disciplines. The Foundation welcomes projects that cross the boundaries between humanistic disciplines and explore the connection between the humanities and other areas of scholarship. Programs of institutions in Venice relating to the humanities are eligible in this category. (Individuals seeking research grants for work in Venice should see Venetian Programs.)  The geographical concentration is primarily but not exclusively directed toward European and American history and letters, broadly defined.

The Humanities Program is primarily directed to institutions of higher education and humanistic enterprises such as learned societies, museums, and major editorial projects. The program may also consider, on a selective basis, projects that increase the exposure of those outside these institutions to the humanistic experience or that strengthen preparation for the humanistic disciplines.  The prime criterion remains that of Gladys and Jean Delmas: a commitment to excellence, whether proven or promised.",,http://delmas.org/grants/general-application-guidelines/,1
Publication Subventions Grant,"I. Timeline

There are no deadlines for these grants. Requests for funding are reviewed on a rolling basis.

II. Application Process

Please review the instructions below before applying.

1)    Consult the Overview of Programs for a description of the mission and guidelines for the Humanities, Performing Arts, Research Libraries, and Venetian Programs.  Review the Restrictions guidelines.

2)    Confirm your Eligibility.  The Foundation supports:

+ U.S. not-for-profit organizations with 501(c)(3) status
+ organizations utilizing a U.S. fiscal sponsor with 501(c)(3) status
+ not-for-profit organizations, including those outside of the U.S., with necessary documentation.  Please contact the Delmas office to learn what the Foundation requires.

Grants to individuals are only provided via the Venetian Research Program.  Individual scholars should consult the guidelines for that program.

3)    Register your Organization (or contact the office to see if your organization already has a login).  Click here and use the ""Create New Account"" button.   You will provide contact information and create a login.

4)    Apply using the Foundation's online grant portal.  Click on the ""Organizational Grant Applications"" link to enter your proposal.  You may preview the information requested here. http://delmas.org/wp-content/uploads/2013/05/Questions-for-Organizational-Grant-Applications-2018.pdf

Register or Log in & Begin Application https://www.grantinterface.com/Home/Logon?urlkey=kriebledelmas

An email receipt will be sent immediately upon submission.  Please allow 3-4 months for an official response to the application.

There are no deadlines for organizational applications. The Foundation reviews proposals throughout the year.

If you have general question about applying, you may call Ms. Bauch at the number below before sending a proposal.

III. Contact

The Gladys Krieble Delmas Foundation
275 Madison Avenue, Suite 2102
New York, New York 10016-1101
(212) 687-0011
info@delmas.org",,http://delmas.org/grants/general-application-guidelines/,0
US/Croatian Cultural Exchange Grants,"Program Description
FACE Croatia is designed to provide grants to support the broadening of public awareness of and appreciation for Croatian art and culture, and to encourage the growth of Croatian arts philanthropy in both Croatia and the United States.

Program Goals and Priorities
Established by the Heathcote Art Foundation, on January 11, 2000 to commemorate the birthday of its founder, Josephine Mercy Heathcote, FACE Croatia will support select arts and culture projects in Croatia and foster the exchange of professional contemporary artists between Croatia and the United States. FACE Croatia is designed to encourage tax deductible (for US tax payers) donor advised contributions from private and public sources including individuals, private foundations, corporations and public sector donors. FACE Croatia maintains an active database of information on Croatian artists, arts and culture organizations and their needs to enable donors to select projects of type, scope, and location suitable to their interests. Donors are not restricted to giving opportunities listed in the database and may use FACE Croatia to fund independent projects which fall within FACE Croatia's overall mission.

The Role of the Heathcote Art Foundation
The Heathcote Art Foundation, is a private grant-giving foundation established in New York in 1964 which supports arts organizations that assist emerging artists of promise and those which promote the creation of new and innovative work across a broad spectrum of artistic disciplines. Heathcote has made a commitment to support FACE Croatia on an ongoing basis. FACE Croatia grants funded by Heathcote will reflect the foundation's central mission to support emerging artists and will be restricted geographically to eligible organizations in Croatia, and New York-based arts organizations in the United States.

The Role of CEC ArtsLink
CEC ArtsLink supports programs and projects that promote dialogue among arts professionals in all disciplines, linking the US with Central Europe, Russia and Eurasia. Our programs are the ArtsLink Awards, VisArt: Contemporary Issues in the Arts, the Arts Leadership Fellowships, and the Open World exchanges for Russian cultural leaders. FACE Croatia is a welcome addition to CEC ArtsLink's portfolio of international arts funding activities.",,http://www.cecartslink.org/grants/face_croatia.html,0
Philanthropic Charitable Support,"Your organization must be recognized by the IRS as a tax exempt, public charity under sections 501(c)(3) and 501(c)(6) of the Internal Revenue Code and be located in the United States; or be a US governmental organization (such as public schools, public colleges and universities, public hospitals and federally recognized Indian tribal governments).

In order to be eligible for this type of funding, your organization must not be:
- A political or sectarian organization
- Based outside of the United States

In order to be eligible for this type of funding, the funding must not be used for:
- Capital campaigns/building funds
- Individuals
- Professional sports events or athletes
- Religious purposes
- An organization with a written policy to discriminate based on race, religion, gender, gender expression and/or identity, age, national origin, disability, marital status, sexual orientation, military status, or any other protected status is ineligible for funding.",,https://www.gene.com/good/giving/corporate-giving/funding,1
Non-Healthcare Donations and Sponsorships,"Amgen Charitable Donations and Sponsorships are focused on humanitarian, social, education and community programs.

If you represent an organization that is a member of the U.S. healthcare community, please visit the Apply for a Donation to the U.S. Healthcare Community page.

Donations and sponsorships made to organizations that are not members of the U.S. healthcare community include support for charitable programs and fundraising events.

Only nonprofit organizations that are recognized by the Internal Revenue Service as tax-exempt public charities under sections 501(c)(3) and 509(a)(1), (2), (3) of the Internal Revenue Code, organizations qualified as a tax-exempt charitable organizations under section 1101.01(4) of the Puerto Rico Internal Revenue Code, and governmental organizations located in the United States where the purpose of the grant is to support a charitable, educational, scientific or literary purpose will be considered for donations and sponsorships.

Please complete the application process at least four weeks prior to the required funding date. Requests submitted less than four weeks prior to the funding date will be reviewed at Amgen's discretion and a decision may not be made in time for the proposed request.",,http://www.amgen.com/responsibility/grants-and-giving/non-healthcare-donations-and-sponsorships/,0
Product Grant Program,"Cisco's Product Grant Program accepts applications year-round from qualified charitable organizations to help them realize significant gains in productivity, scalability, and cost-efficiency. Before applying, nonprofits can determine their eligibility by reviewing the requirements below and grant giving policies.

We do not grant to schools, libraries, museums or hospitals.

Product grants to small organizations with one to several sites or requests under US$25,000 list price are fulfilled by our partner TechSoup.

Organizational requirements:

- Organizations within the United States (U.S.) must be recognized by the IRS as tax-exempt under Internal Revenue Code - Section 501(c)(3) and classified by the IRS as a public charity
- Organizations outside the United States (U.S.) must provide information and documents to determine whether the organization is the equivalent of a U.S. public charity
- Organizations must serve the community at large
- Organizations and programs must focus on at least one of our social investment areas: access to education, economic empowerment, or critical human needs
- An organization's overhead is not to exceed 25%. The maximum request amount for first-time Customized Connectivity Grant recipients is US$50,000 (list price) of equipment
If you require equipment above the TechSoup limit or if the equipment you require is not offered, then you may apply for a Customized Connectivity Grant

Ineligible programs and/or activities

All applications must be completed using our online application form. Cisco will not consider incomplete proposals or paper-based applications. Proposals in the following areas are not eligible for Product Grants:

- Programs or organizations that re-grant or loan funds
- Programs which require exposure, adherence to, or conversion to any religious doctrine in order to be a beneficiary of the program (Note: A direct service program run by a faith-based organization may be eligible. See our grant giving policies.)
- Individuals are not eligible. (Program is open to organizations only)
- Start-up/new nonprofits (i.e. those with less than one year of successful operations)
- Multi-year grants
- Proposals in combination or in support of a product sale
- Schools & scholarships:
- Public schools or school systems
- Private schools
- Charter schools
- School foundations
- Booster clubs or other fundraising organizations affiliated with particular school(s)
- Colleges/universities
- Scholarships/stipend programs of any kind
- Libraries
- Museums
- Hospitals, health care centers, or community clinics",,https://www.cisco.com/c/en/us/about/csr/community/nonprofits/product-grant-program.html#~stickynav=3,1
Juliet Ashby Hillman Foundation Grants,"Funding Priorities

The Foundation's grant programs primarily focus on projects within the following areas:

* Cultural Advancement/Arts
* Education
* Human / Social Services

Eligibility Requirements

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* The geographic focus of the Foundation's grantmaking program is Portland, Oregon, and the surrounding area.
* The Board reserves the right to approve grants in other locations at its discretion.
* While the Foundation entertains requests from a wide variety of organizations, most grants are initiated at the direction of the program staff and Board of Trustees of the Foundation.

What We Fund

* Applicant organizations must be classified as tax-exempt under Section 501(c)(3) of the U.S. Internal Revenue Code and as public charities under Section 509(a) of that code.
* Organizations and government entities that are federally tax-exempt for other reasons can also apply for funding.
* Requests must align with the funding interests and geographic focus of particular Hillman foundations (which can be explored in depth using the search tool and individual foundation webpages).
* Although we entertain requests from a wide variety of organizations, the majority of grants are initiated at the direction of the staff and trustees of the foundations.

What We Don't Fund

The Foundations do not encourage requests for:

* Support for conferences or trainings
* Endowment contributions
* Debt reduction
* Organizations based outside the United States
* Support for organizations that are not a 501(c)(3) or government agency, and therefore require a fiscal sponsorship, unless the sponsorship is a temporary situation and/or the sponsorship arrangement meets rigorous criteria for oversight and support
* Support for individuals
* Event sponsorships",,https://hillmanfamilyfoundations.org/grants/apply/,0
Evidence for Action: Investigator-Initiated Research to Build a Culture of Health,"Purpose
Evidence for Action (E4A), a national program of the Robert Wood Johnson Foundation (RWJF), funds research that expands the evidence needed to build a Culture of Health. A Culture of Health is broadly defined as one in which good health and well-being flourish across geographic, demographic, and social sectors; public and private decision-making is guided by the goal of fostering equitable communities; and everyone has the opportunity to make choices that lead to healthy lifestyles. RWJF's Culture of Health Action Framework, which was developed to catalyze a national movement toward improved health, well-being, and equity, guides E4A's program strategy.

B ACK G RO U ND A ND P U RP O SE 

Evidence for Action (E4A), a national program of the Robert Wood Johnson Foundation (RWJF), funds research that expands the evidence needed to build a Culture of Health. A Culture of Health is broadly defined as one in which good health and well-being flourish across geographic, demographic, and social sectors; public and private decisionmaking is guided by the goal of fostering equitable communities; and everyone has the opportunity to make choices that lead to healthy lifestyles. RWJF's Culture of Health Action Framework, which was developed to catalyze a national movement toward improved health, well-being, and equity, guides E4A's program strategy. Visit rwjf.org/cultureofhealth to learn more about the Action Framework and RWJF's vision for building a Culture of Health.

E4A's mission is to support rigorously designed quantitative, qualitative, and mixed-methods research that yields convincing findings about the population health, well-being, and equity impacts of specific policies, programs and practices. We primarily target research that directly tests the impacts of interventions on health outcomes. Evidence generated through 

E4A should be useful to practitioners and policymakers in making decisions, setting priorities, and allocating resources. Accordingly, projects we fund should yield findings that are generalizable to other sites and/or populations. We are especially interested in research examining the health impacts of program or policy interventions that address factors outside the domain of health care services or public health practice.

P RO GRA M FI T 
E4A is an investigator-initiated research funding program, and as such does not pose a specific set of research questions, topics, or categories for funding. This call for proposals (CFP) offers guidance and clarification about the types of projects that are likely to be a good fit with the program's general goals and objectives. Research examples highlighted in this CFP are intended to provide context and stimulate thinking, not serve as rigid guidelines or restrictions. Investigators are encouraged to submit innovative proposals using any appropriate combination of research designs and methods.

APP RO A CHE S AND OUTCO M E S 
E4A focuses on funding research that establishes evidence of causal relationships between an intervention and population health and well-being outcomes. Interventions are defined broadly to include programs, policies, and practices; and we consider health and well-being to be represented by a wide range of physical, mental, and emotional measures. Except in specific instances described later in this CFP, studies funded by E4A must include measures of health outcomes or of behaviors or other factors that are well-established determinants of health. We are most interested in population health effects, while also differentiating outcomes among subgroups within the population, so that possible unintended consequences of interventions for disadvantaged groups are not masked by population mean effects.

E4A proposals should be designed to answer a clearly articulated, testable research question. A variety of research designs and methods may be suitable to address such questions, including experimental and quasi-experimental designs in which adequate control or comparison groups can be identified or established. Mixed methods may be appropriate to help explain mechanisms or provide context for findings. In limited cases, purely qualitative approaches may be considered for funding. E4A is particularly interested in building evidence on interventions that have immediate relevance in current social, policy, or cultural contexts, and as a rolling submission program can rapidly respond to time-sensitive funding requests. We encourage studies that take advantage of natural experiments, which involve changes in large-scale programs, policies, or practices and can sometimes provide unique opportunities to establish causation. We are also willing to consider research conducted outside the United States that demonstrates clear relevance or applicability to building a Culture of Health in the United States. Applicant organizations must be based in the United States or its territories, however; submissions from teams that include both U.S. and international members are eligible, but the lead applicant must be based in the United States.

As a research funding program, E4A does not fund the costs of program implementation or operations. Also, in line with E4A's focus on evaluating interventions, we do not fund descriptive or exploratory science, literature reviews, needs assessments, or validation of screening tools.
Below we describe general areas of interest that align with the Culture of Health Action Framework's four Action Areas, which guide E4A's funding strategy:
  Making Health a Shared Value (Action Area 1). We are interested in the extent to which social norms and values can be changed through interventions to result in better health, well-being, and equity outcomes. RWJF's vision of health as a shared value reflects the importance of establishing a population health mindset;
strengthening people's connectedness to their communities in ways that spur collective action; and civic engagement to bring about changes to society that enable populations to thrive. While we typically require that research projects examine health as a primary outcome, consideration will be given to projects that measure changes in these ""drivers"" of shared values as primary outcomes with health measures as secondary outcomes.
To learn more about the type of research that is most relevant to Making Health a Shared Value, visit www.evidenceforaction.org/mhsv.
  Fostering Cross-Sector Collaboration (Action Area 2). There is insufficient evidence on the effectiveness of partnerships to improve population health, and specifically on the role that collaboration plays in achieving positive and sustainable outcomes. Empirical studies on the impacts on health outcomes resulting from collaboration across sectors could be used to inform the establishment of future networks and partnerships that address community health challenges.
  Creating Healthier, More Equitable Communities (Action Area 3). We have limited knowledge about how community-level programs and policies impact population health and equity. Research across multiple settings is needed to determine the characteristics of programs or policies that yield the greatest health impacts, and whether health benefits offset the cost of investments.
  Strengthening Integration of Health Services and Systems (Action Area 4). We need evidence on how health care systems can effectively work with nonhealth care systems or organizations, such as those providing supportive housing, healthy food access, or early childhood education. Few studies have rigorously connected strategies for integrating health care and nonhealth care organizations to individual and community health outcomes, or evaluated their return on investment.
In addition to aligning with one or more of the Action Areas, we are generally interested in research that will help inform efforts to:
  Improve health outcomes and reduce inequities. We support research that will provide evidence of what works to improve outcomes and reduce inequities, rather than research that only describes the existence or magnitude of inequities. E4A proposals should consider the equity implications of the proposed research and, when appropriate, be able to disaggregate effects among subgroups to determine if there are distinct benefits or costs for vulnerable populations.
  Establish generalizable best practices. More evidence is needed on how programs and policies can be structured to maximize returns. For example, are global or targeted interventions more effective, and what are the relative advantages to directing policies at a whole population versus individuals or subgroups at greatest risk? Are there certain life stages during which investments produce disproportionately large long-term benefits?
Findings that can be applied in a variety of policy and program contexts would be especially informative.
  Develop and validate key measures. Although our primary focus is on testing the impact of programs and policies on population health, well-being, and equity, a small portfolio of grants is dedicated to the development and validation of new measures and metrics of population health needed to capture the broader view of physical and mental health, well-being, and equity throughout the life course.
Our full grantee portfolio and more detail about research designs and outcome measures are available on our website.",,https://anr.rwjf.org/viewCfp.do?cfpId=1447&cfpOverviewId=,1
SC Johnson U.S. Grant,"Wherever we operate, we want to help make that place better, because we are there. This aspiration began more than a century ago, with our founder, Samuel Curtis Johnson. It's reinforced by our corporate values statement, and acted on by SC Johnson people around the globe.

Since 1937, SC Johnson has given five percent of all pretax profits to charities. The year 2017 marked 80 years of company giving, and nearly six decades of our charitable foundation, SC Johnson Giving, Inc.

Our primary corporate giving focus is on institutions or organizations that serve or directly affect communities where we have operations. Our areas of interest include:

Social: Initiatives that support the prevention and eradication of vector borne diseases; programs that help reduce or eliminate poverty.

Education: Programs that ensure quality and inclusive education through literacy initiatives, early childhood intervention, or programs that focus on Science, Technology, Engineering and Mathematics (STEM).

Environmental & Sustainability: Programs that reduce or eliminate plastic waste, advance and promote recycling, and improve the environment. 

U.S. Product Contributions
Some SC Johnson contributions are the result of grant requests. Others are designed to meet needs identified by the company directly.",,https://www.scjohnson.com/en/our-purpose/social-responsibility-news/community-and-economic-development/sc-johnson-grants-how-to-apply-for-a-us-company-donation,1
Cruise Industry Charitable Foundation Grant,"About the CICF
The Cruise Industry Charitable Foundation (CICF) focuses its efforts on programs that are designed to improve the quality of life in the communities served by the cruise industry. CICF supports programs that enhance educational opportunities for youth, including those designed to improve literacy, teach basic life skills, and promote good citizenship. The Foundation also supports academic enrichment opportunities aimed at enhancing student proficiencies in reading, math and science.

Founded in 1998 the Cruise Industry Charitable Foundation was established to enhance our industry's contributions in those communities where we have extensive partnerships with state and local businesses.

CICF supports non-profit organizations that encourage job creation and training, improve access to community services and provide youth and adult education, particularly for minority and disadvantaged students. In addition, the Foundation promotes programs designed to improve public health or medical research aimed at disease prevention. CICF also supports programs that promote environmental awareness and education, as well as the study of enhanced environmental technologies for the maritime sector.

The Cruise Industry Charitable Foundation, a non-profit 501(c)(3) public charity, focuses its efforts in the following areas:

- Civic and Community Development
- Educational Assistance and Training Programs
- Public Health Programs
- Environmental Preservation Initiatives",,https://www.cruisefoundation.org/guidelines/,0
Hazard Mitigation Grant Program - Planning Subapplication,"Mitigation is the effort to reduce loss of life and property by lessening the impact of disasters. Mitigation is taking action now, before the next disaster, to reduce human and financial consequences later. Effective mitigation requires that we all understand local risks, address the hard choices and invest in long-term community well-being and resilience. Without mitigation actions, we jeopardize our safety, financial security, and self-reliance.

As the result of a Presidential Disaster Declaration, FEMA's Hazard Mitigation Grant Program (HMGP) funds plans and projects that reduce the effects of future natural disasters. In California, these funds are administered by the Cal OES HMGP Unit. Eligible subapplicants include state agencies, local governments, special districts, and some private non-profits. To learn more about the HMGP, visit: FEMA Hazard Mitigation Assistance Guidance and the FEMA Hazard Mitigation Assistance Guidance Addendum.

Pre-Disaster Mitigation (PDM), Flood Mitigation Assistance (FMA), and Building Resilient Infrastructure and Communities (BRIC) are additional programs that provide funding for mitigation activities. For additional information on PDM, FMA, and BRIC, click on the following web address: BRIC and FMA.

Hazard Mitigation Grant Program 
HMGP is authorized by Section 404 of the Stafford Act, 42 U.S.C. 5170c. The key purpose of HMGP is to ensure that the opportunity to take critical mitigation measures to reduce the risk of loss of life and property from future disasters is not lost during the reconstruction process following a disaster.

HMGP funding is available, when authorized under a Presidential major disaster declaration, in the areas of the State requested by the Governor. Federally-recognized tribes may also submit a request for a Presidential major disaster declaration within their impacted areas (see http://www.fema.gov/media-library/assets/documents/85146). The amount of HMGP funding available to the Applicant is based on the estimated total Federal assistance, subject to the sliding scale formula outlined in Title 44 of the Code of Federal Regulations (CFR) Section 206.432(b) that FEMA provides for disaster recovery under Presidential major disaster declarations. The formula provides for up to 15 percent of the first $2 billion of estimated aggregate amounts of disaster assistance, up to 10 percent for amounts between $2 billion and $10 billion, and up to 7.5 percent for amounts between $10 billion and $35.333 billion. For States with enhanced plans, the eligible assistance is up to 20 percent for estimated aggregate amounts of disaster assistance not to exceed $35.333 billion.

The Period of Performance (POP) for HMGP begins with the opening of the application period and ends no later than 36 months from the close of the application period.

For additional HMGP Guidance, see Part VIII, A.",,https://www.fema.gov/media-library-data/1424983165449-38f5dfc69c0bd4ea8a161e8bb7b79553/HMA_Guidance_022715_508.pdf,0
Charles and Mildred Schnurmacher Foundation Grant,"Since 1977, The Charles and Mildred Schnurmacher Foundation has focused on charitable giving. Because we value the importance of enhancing and improving the lives of others, the Foundation supports diverse programs in the fields of human services, education, Jewish causes, health, performing arts, scientific research and animal advocacy. While most of the organizations we support are in the United States, some of the programs provide support throughout the world.

We review every request submitted and make our decision after diligent and thoughtful consideration. Most grants awarded are for program development or specific project support as opposed to general operating expenses.

Program funding is done mainly in the New York and southern California areas. We do not make grants or loans to individuals. As philanthropists, we recognize that it is not possible to fund every project.",,https://www.charlesandmildred.org/grant-application-process/,1
Amgen Foundation Grants,"The Amgen Foundation seeks to advance excellence in science education to inspire the next generation of innovators, and invest in strengthening communities where Amgen staff members live and work. The Amgen Foundation carefully considers each grant application it receives, seeking out diverse organizations whose philosophies, objectives and approaches align with the Foundation goals and mission.

The Foundation awards grants to local, regional, and international nonprofit organizations that are replicable, scalable and designed to have a lasting and meaningful effect in our communities. Grants should reflect Amgen's dedication to impacting lives in inspiring and innovative ways. Amgen Foundation grants range from $10,000 to multi-million dollar commitments.

The Amgen Foundation has established grant-making partnerships with qualified intermediary partners to manage donations to organizations chartered outside of the United States.

- Philanthropic Focus

Each year, the Foundation receives hundreds of grant proposals. While it is not possible for every organization to receive funding, those that are in alignment with the Foundation's guidelines and programmatic vision outlined below are given careful consideration. We welcome your ideas.

- Science Education

The Foundation is committed to raising the value of science literacy on a national and local level. The areas given priority consideration within science education are:

+ Teacher quality and professional development in math and science: Comprehensive programs that enhance the quality of math and science teachers entering the classroom, and support teachers with meaningful professional-development opportunities that have a positive impact on student achievement
+ Pivotal hands-on science experience: Support programs that provide students and teachers with opportunities for hands-on, inquiry-based learning experiences that significantly impact students' excitement about science and scientific careers

- Community Life

The Foundation supports programs that align with our overall mission and priority-giving areas in the communities where Amgen has a presence. Currently, the Amgen Foundation makes Community Life grants in and around the following U.S. and Puerto Rico communities:

- Ventura and Los Angeles Counties, CA
- San Francisco Bay Area, CA
- Greater Boston Area, Middlesex and Suffolk Counties, MA
- Juncos, Puerto Rico
- Rhode Island

Our focus is to fund programs that enhance civic engagement by supporting science and education based initiatives, environmental programs, social services, as well as culture and arts in an effort to strengthen and enrich our communities.",,http://www.amgen.com/responsibility/grants-and-giving/amgen-foundation-grants/amgen-foundation-grant-guidelines/,1
Humanitarian Health Medium Large Grants,"This program focuses on helping address the Venezuelan humanitarian crisis through initiatives that improve access to medicines, nutrition, and healthcare for low income and vulnerable individuals and populations. Grants are larger than $50,000 and awards are considered strategic partnerships, limited to U.S. registered 501 (c)(3) organizations or fiscal sponsors with a long-standing presence and demonstrated capacity to perform projects in Venezuela or in the region. Selected organizations are invited to present proposals that are evaluated by an independent Community Advisory Board based on the criteria below.

Budget and Cost-effectiveness
Project design/plan
Project impact
Implementation time frame
Sustainability over time",,https://www.simonbolivarfoundation.org/grants/GrantPPECovid19.html,0
